6a,7,43,44a
0.0775,0,0,0
0.0975,0,0,0
0.165,0,0,0
0.2475,0,0,0
0.2575,0.25,0,0
0.285,0.25,0,0
0.175,0.25,0,0
0.065,0.25,0,0
0.2575,5,0,0
0.96,5,0,0
0.945,5,0,0
0.9675,5,0,0
0.995,3.75,0,0
0.9925,3.75,0,0
1.0725,3.75,0,0
1.26,3.75,0,0
1.41,3,0,0
0.9825,3,0,0
0.85,3,0,0
1.1125,3,0,0
1.105,2,0,0
1.165,2,0,0
1.3125,2,0,0
0.3325,2,0,0
0.005,0,0,0
0.0225,0,0,0
0.0075,0,0,0
0.01,0,0,0
0.015,0,0,0
0.04,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.0175,0,0,0
0.005,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.0325,0.25,0,0
0.1325,0.25,0,0
0.3475,0.25,0,0
0.0775,0.25,0,0
0.015,0,0,0
0.0175,0,0,0
0.0175,0,0,0
0.0325,0,0,0
0.0275,0,0,0
0.0225,0,0,0
0.0475,0,0,0
0.015,0,0,0
0.01,0,0,0
0.01,0,0,0
0.56,0,0,0
0.29,0,0,0
0.155,5,0,0
0.0275,5,0,0
0.0125,5,0,0
0.8725,5,0,0
1.22,3.75,0,0
1.3,3.75,0,0
1.545,3.75,0,0
1.5125,3.75,0,0
1.91,2.25,0,0
1.5175,2.25,0,0
1.345,2.25,0,0
1.2825,2.25,0,0
1.36,1.25,0,0
1.375,1.25,0,0
0.945,1.25,0,0
0.3225,1.25,0,0
0.2975,0,0,0
0.665,0,0,0
0.5125,0,0,0
0.55,0,0,0
0.34,0.25,0,0
0.265,0.25,0,0
0.6425,0.25,0,0
1.1975,0.25,0,0
1.7125,0,0,0
1.3075,0,0,0
1.3425,0,0,0
0.705,0,0,0
0.2625,0,0,0
0.2425,0,0,0
0.22,0,0,0
0.2175,0,0,0
0.235,0,0,0
0.23,0,0,0
0.4125,0,0,0
1.445,0,0,0
0.3125,0,0,0
0.12,0,0,0
0.11,0,0,0
0.1125,0,0,0
0.085,0.25,0,0
0.06,0.25,0,0
0.0925,0.25,0,0
0.0575,0.25,0,0
0.0675,0,0,0
0.06,0,0,0
0.075,0,0,0
0.0825,0,0,0
0.0475,0,0,0
0.07,0,0,0
0.055,0,0,0
0.0875,0,0,0
0.4375,5,0,0
0.925,5,0,0
1.35,5,0,0
0.96,5,0,0
0.98,3.75,0,0
1.02,3.75,0,0
1.1,3.75,0,0
1.0825,3.75,0,0
0.695,3.25,0,0
1.08,3.25,0,0
1.1025,3.25,0,0
1.095,3.25,0,0
1.1225,2,0,0
1.1575,2,0,0
1.22,2,0,0
0.325,2,0,0
0.0725,0.25,0,0
0.0225,0.25,0,0
0.02,0.25,0,0
0.0175,0.25,0,0
0.0125,0.25,0,0
0.0075,0.25,0,0
0.0075,0.25,0,0
0.0075,0.25,0,0
0.0225,0.25,0,0
0.0425,0.25,0,0
0.2075,0.25,0,0
0.2275,0.25,0,0
0.105,0,0,0
0.0775,0,0,0
0.3125,0,0,0
0.2425,0,0,0
0.1775,0.25,0,0
0.05,0.25,0,0
0.0225,0.25,0,0
0.0125,0.25,0,0
0.0325,0.25,0,0
0.015,0.25,0,0
0.01,0.25,0,0
0.015,0.25,0,0
0.01,0,0,0
0.01,0,0,0
0.0525,0,0,0
0.0925,0,0,0
0.235,5,0,0
0.0325,5,0,0
0.0275,5,0,0
0.0225,5,0,0
0.0175,3.25,0,0
0.01,3.25,0,0
0.015,3.25,0,0
0.0225,3.25,0,0
0.0175,2.75,0,0
0.0125,2.75,0,0
0.0175,2.75,0,0
0.2575,2.75,0,0
1.3175,1.5,0,0
1.325,1.5,0,0
1.725,1.5,0,0
1.3,1.5,0,0
1.28,0.25,0,0
1.4125,0.25,0,0
1.4025,0.25,0,0
1.43,0.25,0,0
1.4425,0,0,0
1.43,0,0,0
0.9875,0,0,0
1.35,0,0,0
1.3175,0,0,0
1.3725,0,0,0
1.465,0,0,0
0.5575,0,0,0
0.67,0,0,0
1.3325,0,0,0
1.17,0,0,0
0.9075,0,0,0
0.6325,0.25,0,0
0.09,0.25,0,0
0.12,0.25,0,0
0.15,0.25,0,0
0.105,0,0,0
0.0825,0,0,0
0.0475,0,0,0
0.0725,0,0,0
0.0625,0,0,0
0.0825,0,0,0
0.0825,0,0,0
0.9725,0,0,0
1.2025,0,0,0
1.2325,0,0,0
1.2575,0,0,0
1.28,0,0,0
1.3525,0.25,0,0
0.905,0.25,0,0
1.01,0.25,0,0
1.3525,0.25,0,0
1.375,5.75,0,0
1.4225,5.75,0,0
0.705,5.75,0,0
0.0975,5.75,0,0
1.045,4.25,0,0
1.76,4.25,0,0
1.1575,4.25,0,0
0.9775,4.25,0,0
1.355,3,0,0
1.4175,3,0,0
1.5375,3,0,0
1.5225,3,0,0
1.5725,2.25,0,0
1.76,2.25,0,0
1.1925,2.25,0,0
1.09,2.25,0,0
0.9675,0.25,0,0
0.95,0.25,0,0
0.01,0.25,0,0
0.0125,0.25,0,0
0.0075,0.5,0,0
0.015,0.5,0,0
0.01,0.5,0,0
0.0125,0.5,0,0
0.04,0.25,0.875,0
0.0725,0.25,0,0
0.07,0.25,0,0
0.025,0.25,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.02,0.25,0,0
0.01,0.25,0,0
0.01,0,0,0
0.0125,0,0.5,0
0.0075,0,0,0
0.005,0,0,0
0.01,0.25,0,0
0.0125,0.25,0,0
0.0025,0.25,0,0
0.04,0.25,0,0
0.015,0.25,0,0
0.01,0.25,0,0
0.0325,0.25,0,0
0.015,0.25,0,0
0.02,5.5,0,0
0.0225,5.5,0,0
0.0175,5.5,0,0
0.015,5.5,0,0
0.0275,4,0,0
0.0275,4,0,0
0.03,4,0,0
0.0125,4,0,0
0.275,2.25,0,0
0.9825,2.25,0,0
1.045,2.25,0,0
1.0675,2.25,0,0
1.09,0.75,0,0
1.1375,0.75,0,0
1.155,0.75,0,0
1.37,0.75,0,0
1.4675,0.25,0,0
1.59,0.25,0,0
1.4675,0.25,0,0
1.3875,0.25,0,0
1.355,0,0,0
1.2725,0,0,0
1.295,0,0,0
1.35,0,0,0
1.7375,0,0,0
1.29,0,0,0
1.2225,0,0,0
0.23,0,0,0
0.2975,0,0,0
0.265,0,0,0
0.215,0,0,0
0.1675,0,0,0
0.12,0.25,0,0
0.14,0.25,0,0
0.1425,0.25,0,0
0.14,0.25,0,0
0.3175,0,0,0
0.3125,0,0,0
0.0775,0,0,0
0.055,0,0,0
0.0625,0,0,0
0.045,0,0,0
0.0925,0,0,0
0.675,0,0,0
0.945,0,0,0
0.965,0,0,0
1.0125,0,0,0
1.0125,0,0,0
1.035,0,0,0
1.08,0,0,0
1.1,0,0,0
1.1125,0,0,0
0.6275,4.5,0,0
0.075,4.5,0,0
0.3525,4.5,0,0
1.0475,4.5,0,0
1.25,3.75,0,0
1.35,3.75,0,0
1.095,3.75,0,0
1.0875,3.75,0,0
1.115,2.75,0,0
1.1275,2.75,0,0
1.1475,2.75,0,0
1.16,2.75,0,0
1.18,2.25,0,0
1.1825,2.25,0,0
0.9825,2.25,0,0
0.085,2.25,0,0
0.08,0,5.25,0
0.115,0,4.125,0
0.145,0,1.625,0
0.07,0,1.625,0
0.0075,0.25,2.125,0
0.2225,0.25,1.375,0
0.105,0.25,1.125,0
0.0175,0.25,1.5,0
0.0325,0.25,2,0
0.0275,0.25,1.5,0
0.0325,0.25,1.125,0
0.0175,0.25,1,0
0.015,0.25,1.125,0
0.0175,0.25,1.5,0
0.01,0.25,2,0
0.005,0.25,2.75,0
0.02,0.25,3,0
0.01,0.25,2.25,0
0.0075,0.25,0.75,0
0.01,0.25,0,0
0.0075,0,0,0
0.0125,0,0,0
0.0275,0,0,0
0.0275,0,0,0
0.0075,0.25,0,0
0.01,0.25,0,0
0.03,0.25,0,0
0.065,0.25,0,0
0.06,5.25,0,0
0.03,5.25,0,0
0.0175,5.25,0,0
0.0075,5.25,0,0
0.395,3.75,0,0
0.975,3.75,0,0
0.48,3.75,0,0
0.2225,3.75,0,0
0.15,2.75,0,0
0.145,2.75,0,0
0.745,2.75,0,0
1.0425,2.75,0,0
1.54,1,0,0
1.18,1,0,0
1.615,1,0,0
1.17,1,0,0
1.375,0,0,0
1.325,0,0,0
1.3625,0,0,0
1.26,0,0,0
1.3675,0,0,0
1.31,0,0,0
0.9375,0,0,0
0.2275,0,0,0
0.2325,0,0,0
0.275,0,0,0
0.2775,0,0,0
0.425,0,0,0
0.5225,0.25,0,0
0.215,0.25,0,0
0.23,0.25,0,0
0.2125,0.25,0,0
0.2525,0,0,0
0.1925,0,0,0
0.1725,0,0,0
0.1425,0,0,0
0.1,0,0,0
0.1175,0,0,0
0.1025,0,0,0
0.1525,0,0,0
0.115,0,0,0
0.1,0,0,0
0.085,0,0,0
0.0875,0,0,0
0.155,0,0,0
0.7325,0,0,0
1.0025,0,0,0
1.025,0,0,0
1.055,0.25,0,0
1.0675,0.25,0,0
1.08,0.25,0,0
1.11,0.25,0,0
1.1225,4.5,0,0
0.86,4.5,0,0
1.18,4.5,0,0
0.115,4.5,0,0
0.5075,3.75,0,0
1.0875,3.75,0,0
1.1125,3.75,0,0
1.1325,3.75,0,0
1.165,3,0,0
1.145,3,0,0
1.1825,3,0.125,0
1.41,3,0,0
1.1375,2,1.25,0
1.2,2,1.25,0
1.2625,2,2.375,0
0.2525,2,0,0
0.085,0.25,0,0
0.125,0.25,0,0
0.065,0.25,0,0
0.135,0.25,0,0
0.0275,0,0.375,0
0.0525,0,0,0
0.0175,0,0,0
0.28,0,0,0
0.8475,0.25,0,0
0.125,0.25,0,0
0.565,0.25,0,0
0.7775,0.25,0,0
0.58,0.25,0,0
0.01,0.25,0,0
0.0175,0.25,0,0
0.0125,0.25,0,0
0.0175,0,0,0
0.0175,0,0,0
0.0075,0,0,0
0.01,0,0,0
0.005,0.25,0,0
0.005,0.25,0,0
0.0075,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.0375,0.25,0,0
0.08,0.25,0,0
0.07,5,0,0
0.055,5,0,0
0.0425,5,0,0
0.0125,5,0,0
0.065,3.75,0,0
0.03,3.75,0,0
0.0175,3.75,0,0
0.05,3.75,0,0
0.97,2.25,0,0
1.39,2.25,0,0
1.3225,2.25,0,0
1.3175,2.25,0,0
1.4975,0.75,0,0
1.5225,0.75,0,0
1.525,0.75,0,0
1.5275,0.75,0,0
1.48,0.25,0,0
1.6175,0.25,0,0
1.785,0.25,0,0
0.33,0.25,0,0
0.285,0,0,0
0.2675,0,0,0
0.2175,0,0,0
0.235,0,0,0
0.24,0,0,0
0.235,0,0,0
0.4125,0,0,0
0.98,0,0,0
1.045,0,0,0
0.6775,0,0,0
0.26,0,0,0
0.2725,0,0,0
0.2625,0.25,0,0
0.46,0.25,0,0
0.455,0.25,0,0
0.155,0.25,0,0
0.08,0,0,0
0.07,0,0,0
0.0675,0,0,0
0.065,0,0,0
0.0725,0,0,0
0.0875,0,0,0
0.09,0,0,0
0.045,0,0,0
0.08,0,0,0
0.0475,0,0,0
0.0725,0,0,0
0.32,0,0,0
0.935,0.25,0,0
0.9675,0.25,0,0
0.975,0.25,0,0
1,0.25,0,0
1.0225,4.5,0,0
1.0725,4.5,0,0
1.075,4.5,0,0
1.14,4.5,0,0
1.1175,3.5,0,0
1.135,3.5,0,0
1.315,3.5,0,0
1.3925,3.5,0,0
1.18,3.25,0,0
1.2175,3.25,0,0
1.1925,3.25,0,0
1.17,3.25,0,0
1.1825,1.75,0,0
1.185,1.75,0,0
1.195,1.75,0,0
1.2075,1.75,0.125,0
1.275,0.25,0,0
1.165,0.25,0,0
0.08,0.25,0,0
0.265,0.25,0.125,0
0.1175,0,0,0
0.29,0,0,0
0.22,0,0,0
0.1975,0,0,0
0.505,0.25,0,0
0.2925,0.25,0,0
1.2775,0.25,0,0
1.5425,0.25,0,0
1.55,0.25,0,0
0.315,0.25,0,0
0.91,0.25,0,0
0.835,0.25,0,0
0.22,0,0,0
0.315,0,0,0
0.665,0,0,0
1.17,0,0,0
0.9375,0.25,0,0
0.77,0.25,0,0
0.8825,0.25,0,0
0.47,0.25,0,0
0.0475,0,0,0
0.2575,0,0,0
0.485,0,0,0
0.3775,0,0,0
0.4475,5.25,0,0
0.02,5.25,0,0
0.395,5.25,0,0
0.8225,5.25,0,0
0.86,3.75,0,0
1.1525,3.75,0,0
1.1175,3.75,0,0
1.2225,3.75,0,0
1.67,2.25,0,0
1.535,2.25,0,0
0.94,2.25,0,0
0.475,2.25,0,0
0.3275,0.75,0,0
0.5325,0.75,0,0
1.1925,0.75,0,0
0.9475,0.75,0,0
0.57,0.25,0,0
0.68,0.25,0,0
0.8325,0.25,0,0
1.3525,0.25,0,0
1.125,0,0,0
1.05,0,0,0
0.405,0,0,0
0.25,0,0,0
0.2975,0,0,0
0.2975,0,0,0
0.3125,0,0,0
0.2975,0,0,0
0.2575,0,0,0
0.2425,0,0,0
0.77,0,0,0
0.305,0,0,0
0.1575,0.25,0,0
0.105,0.25,0,0
0.12,0.25,0,0
0.125,0.25,0,0
0.1525,0,0,0
0.1175,0,0,0
0.11,0,0,0
0.1125,0,0,0
0.105,0,0,0
0.185,0,0,0
0.9475,0,0,0
0.9475,0,0,0
0.9875,0,0,0
0.98,0,0,0
1.01,0,0,0
1.0475,0,0,0
1.045,0,0,0
1.2125,0,0,0
1.4475,0,0,0
0.3725,0,0,0
0.3975,4.5,0,0
0.09,4.5,0,0
1.03,4.5,0,0
1.045,4.5,0,0
1.0425,3.5,0,0
1.09,3.5,0,0
1.0875,3.5,0,0
1.08,3.5,0,0
1.0675,3,0,0
1.1,3,0,0
1.09,3,0,0
1.1225,3,0,0
1.5225,1.75,0,0
1.11,1.75,0,0
1.1275,1.75,0,0
1.13,1.75,0,0
1.0125,0,0,0
1.02,0,0,0
0.325,0,0,0
0.0925,0,0,0
0.015,0,0,0
0.0225,0,0,0
0.04,0,0,0
0.1925,0,0,0
1.6225,0.25,0,0
0.5375,0.25,0,0
0.0575,0.25,0,0
0.0275,0.25,0,0
0.0325,0,0,0
0.1175,0,0,0
0.2525,0,0,0
0.08,0,0,0
0.02,0,0,0
0.01,0,0,0
0.005,0,0,0
0.0225,0,0,0
0.035,0,0,0
0.0525,0,0,0
0.1125,0,0,0
0.0725,0,0,0
0.02,0.25,0,0
0.0225,0.25,0,0
0.025,0.25,0,0
0.745,0.25,0,0
0.645,4.75,0,0
0.2175,4.75,0,0
0.875,4.75,0,0
0.9775,4.75,0,0
0.9475,3.75,0,0
1.0225,3.75,0,0
1.4625,3.75,0,0
1.28,3.75,0,0
1.6975,2.25,0,0
1.27,2.25,0,0
1.385,2.25,0,0
1.3775,2.25,0,0
1.46,1,0,0
1.32,1,0,0
1.295,1,0,0
1.2475,1,0,0
1.3,0,0,0
1.4425,0,0,0
1.4175,0,0,0
1.64,0,0,0
1.5925,0.25,0,0
1.375,0.25,0,0
1.36,0.25,0,0
1.265,0.25,0,0
1.3875,0,0,0
1.695,0,0,0
1.035,0,0,0
1.0525,0,0,0
1.2925,0,0,0
1.1725,0,0,0
1.1925,0,0,0
0.235,0,0,0
0.105,0,0,0
0.1075,0,0,0
0.095,0,0,0
0.105,0,0,0
0.1,0.25,0,0
0.0925,0.25,0,0
0.1075,0.25,0,0
0.0525,0.25,0,0
0.055,0,0,0
0.0925,0,0,0
0.07,0,0,0
0.075,0,0,0
0.46,0,0,0
0.0775,0,0,0
0.075,0,0,0
0.0525,0,0,0
0.065,0,0,0
0.07,0,0,0
0.06,0,0,0
0.11,0,0,0
0.0825,4.5,0,0
0.05,4.5,0,0
0.5975,4.5,0,0
0.93,4.5,0,0
0.975,3.5,0,0
1.0375,3.5,0,0
1.0675,3.5,0,0
1.1075,3.5,0,0
1.1075,2.75,0,0
1.1075,2.75,0,0
1.565,2.75,0,0
1.17,2.75,0,0
1.2075,2,0,0
1.2225,2,0,0
1.205,2,0,0
0.1175,2,0,0
0.085,0,0,0
0.0975,0,0,0
0.53,0,0,0
0.185,0,0,0
0.0225,0,0,0
0.05,0,0,0
0.025,0,0,0
0.0225,0,0,0
0.0275,0.25,0,0
0.02,0.25,0,0
0.4775,0.25,0,0
1.2775,0.25,0,0
0.61,0,0,0
0.745,0,0,0
0.1825,0,0,0
0.015,0,0,0
0.015,0,0,0
0.2475,0,0,0
0.0875,0,0,0
0.0075,0,0,0
0.025,0,0,0
0.01,0,0,0
0.01,0,0,0
0.01,0,0,0
0.0125,0.25,0,0
0.0125,0.25,0,0
0.2325,0.25,0,0
1.2875,0.25,0,0
1.395,4.75,0,0
0.7625,4.75,0,0
0.9175,4.75,0,0
1.06,4.75,0,0
1.105,3.75,0,0
1.1625,3.75,0,0
1.215,3.75,0,0
1.23,3.75,0,0
1.2225,2.25,0,0
1.305,2.25,0,0
1.3525,2.25,0,0
1.25,2.25,0,0
1.3075,1.25,0,0
1.675,1.25,0,0
1.2875,1.25,0,0
1.48,1.25,0,0
1.7725,0,0,0
0.925,0,0,0
0.525,0,0,0
0.355,0,0,0
0.2925,0,0,0
0.3925,0,0,0
0.3125,0,0,0
0.2475,0,0,0
0.265,0,0,0
0.49,0,0,0
0.6875,0,0,0
0.425,0,0,0
0.4675,0.25,0,0
0.465,0.25,0,0
0.545,0.25,0,0
1.05,0.25,0,0
0.32,0,0,0
0.0925,0,0,0
0.0975,0,0,0
0.1325,0,0,0
0.12,0,0,0
0.105,0,0,0
0.0825,0,0,0
0.0875,0,0,0
0.08,0,0,0
0.0425,0,0,0
0.0925,0,0,0
0.0875,0,0,0
0.125,0,0,0
0.92,0,0,0
0.9,0,0,0
0.9475,0,0,0
0.9725,0.25,0,0
1.035,0.25,0,0
1.4825,0.25,0,0
1.04,0.25,0,0
1.065,4.5,0,0
1.0725,4.5,0,0
1.02,4.5,0,0
0.07,4.5,0,0
0.1975,3.25,0,0
1.0725,3.25,0,0
1.0375,3.25,0,0
1.04,3.25,0,0
1.0875,2.75,0,0
1.0775,2.75,0,0
1.0875,2.75,0,0
1.1275,2.75,0,0
1.1175,2,0,0
1.1425,2,0.75,0
1.18,2,3.125,0
0.105,2,0.25,0
0.15,0.25,0,0
0.3975,0.25,0,0
0.0975,0.25,0,0
0.2075,0.25,0,0
0.0925,0.25,0,0
0.0725,0.25,0,0
0.015,0.25,0,0
0.0125,0.25,0,0
0.0125,0,0,0
0.02,0,0,0
0.55,0,0,0
0.955,0,0,0
0.905,0.25,0,0
0.9575,0.25,0,0
0.46,0.25,0,0
0.8475,0.25,0,0
0.19,0.25,0,0
0.09,0.25,0,0
0.245,0.25,0,0
0.815,0.25,0,0
1.35,0.25,0,0
0.8475,0.25,0,0
0.91,0.25,0,0
0.9875,0.25,0,0
0.6825,0,0,0
0.83,0,0,0
1.3375,0,0,0
1.3575,0,0,0
1.3525,5.5,0,0
1.0375,5.5,0,0
1.09,5.5,0,0
1.1775,5.5,0,0
1.145,4,0,0
1.2075,4,0,0
1.25,4,0,0
1.305,4,0,0
1.89,2.75,0,0
1.3525,2.75,0,0
1.3925,2.75,0,0
1.3975,2.75,0,0
1.3225,2,0,0
1.3425,2,0,0
1.3325,2,0,0
1.3,2,0,0
1.6325,0,0,0
1.69,0,0,0
0.8375,0,0,0
0.2575,0,0,0
0.3075,0,0,0
0.31,0,0,0
0.28,0,0,0
0.27,0,0,0
0.47,0,0,0
1.2075,0,0,0
1.2775,0,0,0
0.85,0,0,0
0.245,0.25,0,0
0.26,0.25,0,0
0.2325,0.25,0,0
0.155,0.25,0,0
0.1925,0,0,0
0.16,0,0,0
0.115,0,0,0
0.5925,0,0,0
0.1275,0,0,0
0.1225,0,0,0
0.0875,0,0,0
0.1075,0,0,0
0.1125,0,0,0
0.71,0,0,0
0.9575,0,0,0
0.945,0,0,0
0.9725,0.25,0,0
1.0475,0.25,0,0
1.08,0.25,0,0
1.1125,0.25,0,0
1.0975,0,0,0
1.0975,0,0,0
0.89,0,0,0
0.875,0,0,0
1.075,5.25,0,0
1.1175,5.25,0,0
1.13,5.25,0,0
1.14,5.25,0,0
1.265,4.25,0,0
1.4625,4.25,0,0
0.7075,4.25,0,0
1.1,4.25,0,0
1.1275,2.5,0,0
1.1425,2.5,0,0
1.14,2.5,0,0
1.1525,2.5,0,0
1.135,2.25,0,0
0.9,2.25,0,0
1.16,2.25,0,0
0.59,2.25,0,0
1.6575,0,0,0
0.9525,0,0,0
0.025,0,0,0
0.095,0,0,0
0.0225,0.25,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.015,0.25,0,0
0.015,0.25,0,0
0.5975,0.25,0,0
0.815,0.25,0,0
0.08,0.25,0,0
0.2,0.25,0,0
1.465,0.25,0,0
0.9675,0.25,0,0
0.655,0.25,0,0
0.065,0,0,0
0.145,0,0,0
0.37,0,0,0
0.25,0,0,0
0.0175,0.25,0,0
0.01,0.25,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.01,0,0,0
0.01,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.005,5.5,0,0
0.015,5.5,0,0
0.01,5.5,0,0
0.0075,5.5,0,0
0.01,3.75,0,0
0.0175,3.75,0,0
0.0275,3.75,0,0
0.015,3.75,0,0
0.0625,2.25,0,0
0.01,2.25,0,0
0.0175,2.25,0,0
0.0175,2.25,0,0
0.0275,1.25,0,0
0.02,1.25,0,0
1.115,1.25,0,0
1.34,1.25,0,0
1.475,0,0,0
1.705,0,0,0
1.4925,0,0,0
1.405,0,0,0
1.3225,0,0,0
0.82,0,0,0
1.1125,0,0,0
1.1225,0,0,0
1.025,0,0,0
1.3075,0,0,0
1.215,0,0,0
1.2875,0,0,0
0.8275,0.25,0,0
0.3025,0.25,0,0
0.33,0.25,0,0
0.25,0.25,0,0
0.185,0,0,0
0.14,0,0,0
0.125,0,0,0
0.14,0,0,0
0.15,0,0,0
0.135,0,0,0
0.1,0,0,0
0.0575,0,0,0
0.0825,0,0,0
0.0725,0,0,0
0.0475,0,0,0
0.195,0,0,0
0.4575,0.25,0,0
0.0575,0.25,0,0
0.055,0.25,0,0
0.2225,0.25,0,0
0.9425,0,0,0
0.955,0,0,0
1.02,0,0,0
1.055,0,0,0
1.0325,4.25,0,0
1.0725,4.25,0,0
1.085,4.25,0,0
1.12,4.25,0,0
1.1325,3.5,0,0
1.155,3.5,0,0
1.165,3.5,0,0
1.1375,3.5,0,0
1.1375,2.5,0,0
1.165,2.5,0,0
1.1625,2.5,0,0
1.6325,2.5,0,0
1.235,2,0,0
1.2575,2,0,0
1.975,2,0,0
0.63,2,0,0
0.0125,0.25,0,0
0.02,0.25,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.0225,0.25,0,0
0.53,0.25,0,0
0.585,0.25,0,0
0.4125,0.25,0,0
1.17,0.25,0,0
0.2675,0.25,0,0
0.99,0.25,0,0
1.04,0.25,0,0
1.4975,0.25,0,0
0.91,0.25,0,0
0.1775,0.25,0,0
0.8825,0.25,0,0
1.0775,0.25,0,0
1.115,0.25,0,0
1.2,0.25,0,0
0.9825,0.25,0,0
1.1325,0.25,0,0
1.14,0.25,0,0
0.315,0.25,0,0
0.0175,0.25,0,0
0.025,0,0,0
0.0225,0,0,0
0.0175,0,0,0
0.025,0,0,0
0.0275,5.5,0,0
0.02,5.5,0,0
0.015,5.5,0,0
0.025,5.5,0,0
0.0275,4,0,0
0.0175,4,0,0
0.025,4,0,0
0.0275,4,0,0
0.545,2,0,0
1.075,2,0,0
1.1675,2,0,0
1.235,2,0,0
1.1925,1.5,0,0
1.24,1.5,0,0
1.3275,1.5,0,0
1.3125,1.5,0,0
1.3975,0,0,0
1.3625,0,0,0
1.495,0,0,0
1.3025,0,0,0
1.285,0,0,0
1.31,0,0,0
1.3475,0,0,0
1.095,0,0,0
1.1875,0.25,0,0
1.305,0.25,0,0
1.2825,0.25,0,0
0.265,0.25,0,0
0.245,0,0,0
0.6175,0,0,0
0.1675,0,0,0
0.1525,0,0,0
0.115,0,0,0
1.0275,0,0,0
1.515,0,0,0
1.555,0,0,0
0.1925,0,0,0
0.14,0,0,0
0.1325,0,0,0
0.115,0,0,0
0.105,0,0,0
0.1325,0,0,0
0.13,0,0,0
0.1225,0,0,0
0.1325,0.25,0,0
0.1175,0.25,0,0
0.1025,0.25,0,0
0.115,0.25,0,0
0.7175,0,0,0
1.3125,0,0,0
1.12,0,0,0
1.045,0,0,0
1.08,4.5,0,0
1.0925,4.5,0,0
1.09,4.5,0,0
1.1575,4.5,0,0
1.16,3.25,0,0
1.14,3.25,0,0
1.1625,3.25,0,0
1.145,3.25,0,0
0.11,2.75,0,0
0.0125,2.75,0,0
0.0125,2.75,0,0
0.57,2.75,0,0
1.1275,2,0,0
1.15,2,0,0
1.1225,2,0,0
0.13,2,0,0
0.545,0,0,0
0.1575,0,0,0
0.1225,0,0,0
0.25,0,0,0
0.1775,0.25,0,0
0.24,0.25,0,0
0.23,0.25,0,0
0.265,0.25,0,0
0.175,0.25,0,0
0.115,0.25,0,0
0.835,0.25,0,0
1.625,0.25,0,0
1.045,0.25,0,0
0.26,0.25,0,0
0.01,0.25,0,0
0.02,0.25,0,0
0.2025,0,0,0
0.15,0,0,0
0.36,0,0,0
0.28,0,0,0
0.23,0.25,0,0
0.01,0.25,0,0
0.005,0.25,0,0
0.995,0.25,0,0
0.83,0,0,0
0.9025,0,0,0
1.485,0,0,0
1.485,0,0,0
1.585,5.5,0,0
1.21,5.5,0,0
1.785,5.5,0,0
1.54,5.5,0,0
1.4125,4,0,0
1.575,4,0,0
2.02,4,0,0
1.625,4,0,0
2.12,2.25,0,0
1.26,2.25,0,0
1.255,2.25,0,0
1.3175,2.25,0,0
1.3975,1.25,0,0
1.6275,1.25,0,0
1.855,1.25,0,0
1.235,1.25,0,0
0.8825,0,0,0
1.4175,0,0,0
1.68,0,0,0
1.4425,0,0,0
1.28,0.25,0,0
1.315,0.25,0,0
1.3225,0.25,0,0
1.13,0.25,0,0
0.8675,0,0,0
1.1325,0,0,0
1.2625,0,0,0
1.36,0,0,0
0.2625,0.25,0,0
0.2525,0.25,0,0
0.265,0.25,0,0
0.275,0.25,0,0
0.2825,0,0,0
1.575,0,0,0
1.595,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.01,0.25,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.01,0.25,0,0
0.0125,0,0,0
0.01,0,0,0
0.5725,0,0,0
1.0325,0,0,0
0.945,0,0,0
1.3125,0,0,0
1.2025,0,0,0
1.11,0,0,0
2.4875,4.5,0,0
2.5475,4.5,0,0
2.535,4.5,0,0
2.525,4.5,0,0
2.095,3.5,0,0
2.55,3.5,0,0
2.565,3.5,0,0
1.7025,3.5,0,0
1.3125,2.5,0,0
1.2025,2.5,0,0
1.21,2.5,0,0
0.79,2.5,0,0
0.065,2,0,0
0.0075,2,0,0
0.0075,2,0,0
0.01,2,0,0
0.01,0.25,0,0
0.13,0.25,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.02,0.25,0,0
0.0125,0.25,0,0
0.02,0,0,0
0.0125,0,0,0
0.0875,0,0,0
0.185,0,0,0
0.28,0.25,0,0
0.035,0.25,0,0
0.0275,0.25,0,0
0.025,0.25,0,0
0.005,0.25,0,0
0.0025,0.25,0,0
0.005,0.25,0,0
0,0.25,0,0
0,0,0,0
0.0025,0,0,0
0.0125,0,0,0
0.005,0,0,0
0,0.25,0,0
0.0125,0.25,0,0
0.0275,0.25,0,0
0.0825,0.25,0,0
0.1025,5,0,0
0.0125,5,0,0
0.0125,5,0,0
0.03,5,0,0
0.0225,3.25,0,0
0.0675,3.25,0,0
